content,label,tokens
三室床有如下特点渗透冲击压力小因为渗透冲击压力是树脂磨损的主要因素而混合床在两个树脂分界面附近都受到酸碱液的渗透压力但三室床可以避免阴树脂受高价离子的污染可能性小因为污染物在上部阳床部分已经被除去即使是阳床有漏钠还可以通过底部阳床再除去,0,"['三室', '床有', '如下', '特点', '渗透', '冲击', '压力', '小', '因为', '渗透', '冲击', '压力', '是', '树脂', '磨损', '的', '主要', '因素', '而', '混合', '床', '在', '两个', '树脂', '分', '界面', '附近', '都', '受到', '酸碱', '液', '的', '渗透', '压力', '但', '三室', '床', '可以', '避免', '阴', '树脂', '受', '高价', '离子', '的', '污染', '可能性', '小', '因为', '污染物', '在', '上部', '阳床', '部分', '已经', '被', '除去', '即使', '是', '阳床', '有', '漏钠', '还', '可以', '通过', '底部', '阳床', '再', '除去']"
三室床运行中树脂的应力小因为三室床中树脂分成三层每层有一块支承隔板承托树脂的受力这样底部树脂可以不承受其他树脂的荷重因此运行流速可高达,0,"['三室', '床', '运行', '中', '树脂', '的', '应力', '小', '因为', '三室', '床中', '树脂', '分成', '三层', '每层', '有', '一块', '支承', '隔板', '承托', '树脂', '的', '受力', '这样', '底部', '树脂', '可以', '不', '承受', '其他', '树脂', '的', '荷重', '因此', '运行', '流速', '可高达']"
什么是三层混合床,1,"['什么', '是', '三层', '混合', '床']"
我们知道普通混合床是阴阳树脂相混设有中间排管再生时碱液从上而下从中间排管排出由于阴阳树脂的分层不清而中间排管本身也要占一定的容积因此再生时碱液会接触到阳树脂酸液也会接触到阴树脂形成部分阳树脂变成钠型树脂部分阴树脂变成氯型而严重影响出水水质为了避免混合床的上述缺点在强酸性强碱性的阳阴树脂的中间加一层惰性树脂这层惰性树脂的相对密度是在阴阳树脂袒裼裸裎间这样在反洗分层转入再生时就可将树脂从上而下分为三层阴树脂惰性树脂阳树脂这就称为三层混床,0,"['我们', '知道', '普通', '混合', '床', '是', '阴阳', '树脂', '相混', '设有', '中间', '排管', '再生', '时', '碱液', '从', '上', '而', '下', '从', '中间', '排管', '排出', '由于', '阴阳', '树脂', '的', '分层', '不清', '而', '中间', '排管', '本身', '也', '要', '占', '一定', '的', '容积', '因此', '再生', '时', '碱液', '会', '接触', '到阳', '树脂酸', '液', '也', '会', '接触', '到', '阴', '树脂', '形成', '部分', '阳', '树脂', '变成', '钠型', '树脂', '部分', '阴', '树脂', '变成', '氯型', '而', '严重', '影响', '出水', '水质', '为了', '避免', '混合', '床', '的', '上述', '缺点', '在', '强', '酸性', '强', '碱性', '的', '阳阴', '树脂', '的', '中间', '加', '一层', '惰性', '树脂', '这层', '惰性', '树脂', '的', '相对', '密度', '是', '在', '阴阳', '树脂', '袒裼裸', '裎', '间', '这样', '在', '反洗', '分层', '转入', '再生', '时', '就', '可', '将', '树脂', '从', '上', '而', '下', '分为', '三层', '阴', '树脂', '惰性', '树脂', '阳', '树脂', '这', '就', '称为', '三层', '混床']"
其中惰性树脂是一种偏丙烯酸盐及二乙烯苯的聚合物呈圆球形密度为颗粒大小目有效直径均匀系统为,0,"['其中', '惰性', '树脂', '是', '一种', '偏', '丙烯酸', '盐及', '二乙烯苯', '的', '聚合物', '呈', '圆球形', '密度', '为', '颗粒', '大小', '目', '有效', '直径', '均匀', '系统', '为']"
离子交换塔内加入惰性树脂有什么作用,1,"['离子交换', '塔内', '加入', '惰性', '树脂', '有', '什么', '作用']"
离子交换塔内加入一层惰性树脂或是聚氯乙烯白球可因各种离子交换塔的不同要求而有所不同其作用有两个方面,0,"['离子交换', '塔内', '加入', '一层', '惰性', '树脂', '或是', '聚氯乙烯', '白球', '可因', '各种', '离子交换', '塔', '的', '不同', '要求', '而', '有所不同', '其', '作用', '有', '两个', '方面']"
浮动床内装入的聚氯乙烯白球层再生时再生剂可沿塔体断面均匀分布与离子交换树脂接触好提高再生效果浮动床运行时床体起托起这层聚氯乙烯白球为避免布水帽或滤帽的缝隙被碎树脂阻塞具有拦截细碎树脂的作用白球在浮动床又具有调节树脂填充率的作用因为填充率太小不易成床填充率过大对树脂转型膨胀也不利这时白球起到少量调节作用,0,"['浮动', '床内', '装入', '的', '聚氯乙烯', '白球层', '再生', '时', '再生', '剂', '可', '沿', '塔体', '断面', '均匀分布', '与', '离子交换', '树脂', '接触', '好', '提高', '再生', '效果', '浮动', '床', '运行', '时床', '体起', '托起', '这层', '聚氯乙烯', '白球', '为', '避免', '布水帽', '或', '滤帽', '的', '缝隙', '被', '碎', '树脂', '阻塞', '具有', '拦截', '细碎', '树脂', '的', '作用', '白球', '在', '浮动', '床', '又', '具有', '调节', '树脂', '填充', '率', '的', '作用', '因为', '填充', '率', '太小', '不易', '成床', '填充', '率过', '大', '对', '树脂', '转型', '膨胀', '也', '不利', '这时', '白球', '起到', '少量', '调节作用']"
混合床加入一层惰性树脂是为了避免阴阳树脂交叉污染即在混床再生时阳或阴树脂分别受到或的污染因为在装置树脂时很难精确计算树脂的转型膨胀率阳树脂不可能刚巧在中排管道的中心线处同样阴树脂也如此无法恰到好处因此加入的惰性树脂在阳阴树脂之间将阴阳树脂隔开这样对反洗分层和阳阴树脂的再生十分有利否则树脂受交叉污染正洗和运行时会缓慢放出或使混床出水电导率居高不下影响水质,0,"['混合', '床', '加入', '一层', '惰性', '树脂', '是', '为了', '避免', '阴阳', '树脂', '交叉', '污染', '即', '在', '混床', '再生', '时阳', '或', '阴', '树脂', '分别', '受到', '或', '的', '污染', '因为', '在', '装置', '树脂', '时', '很', '难', '精确', '计算', '树脂', '的', '转型', '膨胀率', '阳', '树脂', '不', '可能', '刚巧', '在', '中排', '管道', '的', '中心线', '处', '同样', '阴', '树脂', '也', '如此', '无法', '恰到好处', '因此', '加入', '的', '惰性', '树脂', '在', '阳阴', '树脂', '之间', '将', '阴阳', '树脂', '隔开', '这样', '对', '反洗', '分层', '和阳', '阴', '树脂', '的', '再生', '十分', '有利', '否则', '树脂', '受', '交叉', '污染', '正洗', '和', '运行', '时会', '缓慢', '放出', '或', '使', '混床', '出水', '电导率', '居高不下', '影响', '水质']"
什么叫氢离子精处理,1,"['什么', '叫', '氢离子', '精', '处理']"
复床出水的电导率一般小于而杂质钠离子会引起复床出水电导率高为了进一步提高水质故在复床之后设置一个氢型阳离子交换器以便彻底除去复床出水中的其反应如下,0,"['复床', '出水', '的', '电导率', '一般', '小于', '而', '杂质', '钠离子', '会', '引起', '复床', '出水', '电导率', '高', '为了', '进一步提高', '水质', '故', '在', '复床', '之后', '设置', '一个', '氢型', '阳离子', '交换器', '以便', '彻底', '除去', '复床', '出', '水中', '的', '其', '反应', '如下']"
,0,['nan']
这个氢型阳离子交换器即称为氢离子精处理它的特点是出水的电导率可以接近于纯水电导率的理论值可以代替混合床省去混合床树脂分层的复杂操作步骤工艺简单投资少占地面积小出水电导率一直非常稳定但当阴床泄漏时氢离子精处理装置的出水电导率会急剧上升因此可以用它来预测阴床的泄漏作为硅根表的代用品目前工业上用硅根表相当昂贵维修及保养困难且不能很快得到分析结果而氢离子精处理出水电导率却反馈十分迅速检测很方便,0,"['这个', '氢型', '阳离子', '交换器', '即', '称为', '氢离子', '精', '处理', '它', '的', '特点', '是', '出水', '的', '电导率', '可以', '接近', '于', '纯水', '电导率', '的', '理论值', '可以', '代替', '混合', '床', '省去', '混合', '床', '树脂', '分层', '的', '复杂', '操作步骤', '工艺', '简单', '投资', '少', '占地面积', '小', '出水', '电导率', '一直', '非常', '稳定', '但', '当', '阴床', '泄漏', '时', '氢离子', '精', '处理', '装置', '的', '出水', '电导率', '会', '急剧', '上升', '因此', '可以', '用', '它', '来', '预测', '阴床', '的', '泄漏', '作为', '硅根表', '的', '代用品', '目前', '工业', '上用', '硅', '根表', '相当', '昂贵', '维修', '及', '保养', '困难', '且', '不能', '很快', '得到', '分析', '结果', '而', '氢离子', '精', '处理', '出水', '电导率', '却', '反馈', '十分迅速', '检测', '很', '方便']"
什么是除碳器,1,"['什么', '是', '除', '碳器']"
除碳器又称二氧化碳脱气塔由于原水中含有大量的碳酸氢盐碱度经过型交换器处理之后树脂上所带的被置换到水中而成为碳酸当水的值小于时水中碳酸几乎完全以二氧化碳的形式存在如下式的变化,0,"['除碳器', '又称', '二氧化碳', '脱气', '塔', '由于', '原', '水中', '含有', '大量', '的', '碳酸氢盐', '碱度', '经过', '型', '交换器', '处理', '之后', '树脂', '上', '所', '带', '的', '被', '置换', '到', '水中', '而', '成为', '碳酸', '当水', '的', '值', '小于', '时', '水中', '碳酸', '几乎', '完全', '以', '二氧化碳', '的', '形式', '存在', '如下', '式', '的', '变化']"
,0,['nan']
当增加即越低时上述反应就向右进行此时用一个装置水从上喷淋而下空气从下鼓风而上经过塔中的瓷环填料使空气流与水滴充分接触由于空气中的二氧化碳量很小分压很低只占大气压力的根据亨利定律经过型交换器处理的水由于二氧化碳逸入分压低的空气流中而被带走从而除去了水中的二氧化碳也即除去了水中大量的阴离子这种装置称为除碳器,0,"['当', '增加', '即越', '低时', '上述', '反应', '就', '向', '右', '进行', '此时', '用', '一个', '装置', '水', '从', '上', '喷淋', '而', '下', '空气', '从下', '鼓风', '而', '上', '经过', '塔中', '的', '瓷环', '填料', '使', '空气流', '与', '水滴', '充分', '接触', '由于', '空气', '中', '的', '二氧化碳', '量', '很小', '分压', '很', '低', '只', '占', '大气压力', '的', '根据', '亨利', '定律', '经过', '型', '交换器', '处理', '的', '水', '由于', '二氧化碳', '逸', '入分', '压低', '的', '空气流', '中', '而', '被', '带走', '从而', '除去', '了', '水中', '的', '二氧化碳', '也', '即', '除去', '了', '水中', '大量', '的', '阴离子', '这种', '装置', '称为', '除碳器']"
由于除碳器的作用可大大地减轻阴床的负担从而提高了阴床的周期制水量减少了再生剂的消耗,0,"['由于', '除碳器', '的', '作用', '可', '大大', '地', '减轻', '阴床', '的', '负担', '从而', '提高', '了', '阴床', '的', '周期', '制', '水量', '减少', '了', '再生', '剂', '的', '消耗']"
经除碳器后水中的二氧化碳含量小于每处理水需空气淋水密度为一般情况下水的碱度大于时都需设置除碳器并大都设在阳床后面阴床前面,0,"['经除', '碳器', '后', '水中', '的', '二氧化碳', '含量', '小于', '每', '处理', '水需', '空气', '淋水', '密度', '为', '一般', '情况', '下水', '的', '碱度', '大于', '时', '都', '需', '设置', '除碳器', '并', '大都', '设在', '阳床', '后面', '阴床', '前面']"
除碳器的形式除上述鼓风除碳器之外还有真空除碳器,0,"['除碳器', '的', '形式', '除', '上述', '鼓风', '除碳器', '之外', '还有', '真空', '除碳器']"
